batch,sim,x,y
sim37_N20,Allo3_S060W040.hist_Ks_hist_fit2.0,60,0.13543347510609471
sim37_N20,Allo7_S020W015.hist_Ks_hist_fit2.0,20,0.21524119994304122
sim37_N20,Allo1_S080W075.hist_Ks_hist_fit2.0,80,0.1177124650677247
sim37_N20,Allo1_S080W030.hist_Ks_hist_fit2.0,80,0.12416552862666652
sim37_N20,Allo2_S070W050.hist_Ks_hist_fit2.0,70,0.12590568444980443
sim37_N20,Allo4_S050W045.hist_Ks_hist_fit2.0,50,0.16277206541566336
sim37_N20,Allo7_S020W010.hist_Ks_hist_fit2.0,20,0.1960141704596859
sim37_N20,Allo6_S030W025.hist_Ks_hist_fit2.0,30,0.18835500391656407
sim37_N20,Allo5_S040W030.hist_Ks_hist_fit2.0,40,0.14590369143856313
sim37_N20,Allo4_S050W030.hist_Ks_hist_fit2.0,50,0.17334954144078063
sim37_N20,Allo3_S060W050.hist_Ks_hist_fit2.0,60,0.12875951179399903
sim37_N20,Allo5_S040W020.hist_Ks_hist_fit2.0,40,0.16325585486687605
sim37_N20,Allo1_S080W070.hist_Ks_hist_fit2.0,80,0.14828764491256008
sim37_N20,Allo3_S060W010.hist_Ks_hist_fit2.0,60,0.15054939088730912
sim37_N20,Allo5_S040W035.hist_Ks_hist_fit2.0,40,0.1766128771258853
sim37_N20,Allo3_S060W055.hist_Ks_hist_fit2.0,60,0.14393845118158444
sim37_N20,Allo8_S010W005.hist_Ks_hist_fit2.0,10,0.2036349652095784
sim37_N20,Allo6_S030W020.hist_Ks_hist_fit2.0,30,0.1849374724878246
sim37_N20,Allo2_S070W065.hist_Ks_hist_fit2.0,70,0.15021269157859385
sim37_N20,Auto1_S080W080.hist_Ks_hist_fit2.0,80,0.021589979511622004
sim37_N20,Auto2_S070W070.hist_Ks_hist_fit2.0,70,0.008224660659730598
sim37_N20,Auto3_S060W060.hist_Ks_hist_fit2.0,60,0.005465188787225128
sim37_N20,Auto8_S010W010.hist_Ks_hist_fit2.0,10,0.00033376253193502514
sim37_N20,Auto6_S030W030.hist_Ks_hist_fit2.0,30,0.002102597712283938
sim37_N20,Auto4_S050W050.hist_Ks_hist_fit2.0,50,0.0010939669351007764
sim37_N20,Auto5_S040W040.hist_Ks_hist_fit2.0,40,0.0015015675324410171
sim37_N20,Auto7_S020W020.hist_Ks_hist_fit2.0,20,0.0006724146856104118
