bin,# in bin
0.147,23.0
0.148,20.0
0.149,16.0
0.15,21.0
0.151,22.0
0.152,17.0
0.153,15.0
0.154,15.0
0.155,17.0
0.156,15.0
0.157,11.0
0.158,13.0
0.159,18.0
0.16,20.0
0.161,18.0
0.162,13.0
0.163,20.0
0.164,20.0
0.165,19.0
0.166,19.0
0.167,26.0
0.168,10.0
0.169,19.0
0.17,18.0
0.171,12.0
0.17200000000000001,14.0
0.17300000000000001,19.0
0.17400000000000002,13.0
0.17500000000000002,15.0
0.176,18.0
0.177,17.0
0.178,11.0
0.179,16.0
0.18,16.0
0.181,16.0
0.182,9.0
0.183,13.0
0.184,12.0
0.185,8.0
0.186,6.0
0.187,11.0
0.188,15.0
0.189,12.0
0.19,14.0
0.191,16.0
0.192,7.0
0.193,12.0
0.194,9.0
0.195,14.0
0.196,11.0
0.197,12.0
0.198,7.0
0.199,13.0
0.2,15.0
0.201,17.0
0.202,6.0
0.203,19.0
0.20400000000000001,18.0
0.20500000000000002,12.0
0.20600000000000002,11.0
0.20700000000000002,13.0
0.20800000000000002,5.0
0.209,12.0
0.21,8.0
0.211,14.0
0.212,7.0
0.213,3.0
0.214,7.0
0.215,7.0
0.216,13.0
0.217,10.0
0.218,2.0
0.219,11.0
0.22,6.0
0.221,15.0
0.222,6.0
0.223,13.0
0.224,8.0
0.225,8.0
0.226,4.0
0.227,7.0
0.228,12.0
0.229,8.0
0.23,8.0
0.231,10.0
0.232,8.0
0.233,10.0
0.234,3.0
0.23500000000000001,8.0
0.23600000000000002,4.0
0.23700000000000002,9.0
0.23800000000000002,5.0
0.23900000000000002,9.0
0.24,10.0
0.241,6.0
0.242,4.0
0.243,4.0
0.244,7.0
0.245,2.0
0.246,9.0
0.247,8.0
0.248,8.0
0.249,8.0
0.25,6.0
0.251,8.0
0.252,8.0
0.253,4.0
0.254,6.0
0.255,7.0
0.256,9.0
0.257,7.0
0.258,6.0
0.259,7.0
0.26,5.0
0.261,5.0
0.262,8.0
0.263,1.0
0.264,9.0
0.265,4.0
0.266,11.0
0.267,3.0
0.268,5.0
0.269,5.0
0.27,8.0
0.271,11.0
0.272,4.0
0.273,4.0
0.274,5.0
0.275,6.0
0.276,3.0
0.277,3.0
0.278,10.0
0.279,3.0
0.28,6.0
0.281,6.0
0.28200000000000003,7.0
0.28300000000000003,5.0
0.28400000000000003,6.0
0.28500000000000003,9.0
0.28600000000000003,2.0
0.28700000000000003,6.0
0.28800000000000003,5.0
0.289,3.0
0.29,3.0
0.291,7.0
0.292,2.0
0.293,5.0
0.294,4.0
0.295,4.0
0.296,9.0
0.297,2.0
0.298,4.0
0.299,3.0
0.3,9.0
0.301,5.0
0.302,3.0
0.303,3.0
0.304,3.0
0.305,6.0
0.306,4.0
0.307,3.0
0.308,3.0
0.309,2.0
0.31,4.0
0.311,4.0
0.312,4.0
0.313,1.0
0.314,1.0
0.315,4.0
0.316,6.0
0.317,6.0
0.318,3.0
0.319,4.0
0.32,1.0
0.321,3.0
0.322,4.0
0.323,3.0
0.324,3.0
0.325,1.0
0.326,5.0
0.327,2.0
0.328,0.0
0.329,4.0
0.33,1.0
0.331,1.0
0.332,1.0
0.333,3.0
0.334,2.0
0.335,3.0
0.336,4.0
0.337,3.0
0.338,2.0
0.339,5.0
0.34,3.0
0.341,0.0
0.342,1.0
0.343,6.0
0.34400000000000003,1.0
0.34500000000000003,3.0
0.34600000000000003,1.0
0.34700000000000003,2.0
0.34800000000000003,1.0
0.34900000000000003,2.0
0.35000000000000003,2.0
0.35100000000000003,1.0
0.352,2.0
0.353,0.0
0.354,1.0
0.355,1.0
0.356,1.0
0.357,2.0
0.358,1.0
0.359,0.0
0.36,1.0
0.361,1.0
0.362,1.0
0.363,2.0
0.364,3.0
0.365,0.0
0.366,2.0
0.367,4.0
0.368,1.0
0.369,2.0
0.37,0.0
0.371,2.0
0.372,3.0
0.373,2.0
0.374,1.0
0.375,1.0
0.376,0.0
0.377,0.0
0.378,4.0
0.379,1.0
0.38,1.0
0.381,0.0
0.382,1.0
0.383,0.0
0.384,1.0
0.385,5.0
0.386,0.0
0.387,2.0
0.388,0.0
0.389,6.0
0.39,0.0
0.391,2.0
0.392,1.0
0.393,1.0
0.394,2.0
0.395,0.0
0.396,1.0
0.397,1.0
0.398,3.0
0.399,3.0
0.4,4.0
0.401,1.0
0.402,2.0
0.403,0.0
0.404,0.0
0.405,2.0
0.406,1.0
0.40700000000000003,0.0
0.40800000000000003,1.0
0.40900000000000003,2.0
0.41000000000000003,2.0
0.41100000000000003,1.0
0.41200000000000003,2.0
0.41300000000000003,2.0
0.41400000000000003,0.0
0.41500000000000004,3.0
0.41600000000000004,0.0
0.417,1.0
0.418,1.0
0.419,1.0
0.42,0.0
0.421,0.0
0.422,1.0
0.423,2.0
0.424,2.0
0.425,3.0
0.426,1.0
0.427,0.0
0.428,0.0
0.429,1.0
0.43,1.0
0.431,0.0
0.432,0.0
0.433,1.0
0.434,0.0
0.435,1.0
0.436,0.0
0.437,1.0
0.438,1.0
0.439,3.0
0.44,1.0
0.441,1.0
0.442,1.0
0.443,2.0
0.444,1.0
0.445,0.0
0.446,0.0
0.447,0.0
0.448,1.0
0.449,0.0
0.45,2.0
0.451,0.0
0.452,0.0
0.453,0.0
0.454,2.0
0.455,2.0
0.456,2.0
0.457,1.0
0.458,1.0
0.459,1.0
0.46,0.0
0.461,1.0
0.462,1.0
0.463,0.0
0.464,1.0
0.465,3.0
0.466,1.0
0.467,2.0
0.468,0.0
0.46900000000000003,0.0
0.47000000000000003,0.0
0.47100000000000003,1.0
0.47200000000000003,0.0
0.47300000000000003,1.0
0.47400000000000003,0.0
0.47500000000000003,1.0
0.47600000000000003,0.0
0.47700000000000004,1.0
0.47800000000000004,0.0
0.47900000000000004,0.0
0.48,0.0
0.481,0.0
0.482,0.0
0.483,0.0
0.484,0.0
0.485,0.0
0.486,0.0
0.487,0.0
0.488,0.0
0.489,0.0
0.49,0.0
0.491,3.0
0.492,0.0
0.493,1.0
0.494,0.0
0.495,1.0
0.496,1.0
0.497,2.0
0.498,0.0
0.499,0.0
0.5,0.0
0.501,0.0
0.502,0.0
0.503,0.0
0.504,1.0
0.505,1.0
0.506,0.0
0.507,0.0
0.508,1.0
0.509,0.0
0.51,0.0
0.511,0.0
0.512,0.0
0.513,0.0
0.514,1.0
0.515,2.0
0.516,1.0
0.517,0.0
0.518,0.0
0.519,0.0
0.52,0.0
0.521,0.0
0.522,1.0
0.523,0.0
0.524,2.0
0.525,1.0
0.526,0.0
0.527,0.0
0.528,0.0
0.529,0.0
0.53,0.0
0.531,0.0
0.532,0.0
0.533,1.0
0.534,1.0
0.535,2.0
0.536,0.0
0.537,0.0
0.538,2.0
0.539,1.0
0.54,0.0
0.541,3.0
0.542,1.0
0.543,0.0
0.544,0.0
0.545,1.0
0.546,0.0
0.547,1.0
0.548,1.0
0.549,1.0
0.55,1.0
0.551,0.0
0.552,0.0
0.553,1.0
0.554,1.0
0.555,0.0
0.556,0.0
0.557,1.0
0.558,2.0
0.559,1.0
0.56,0.0
0.561,1.0
0.562,0.0
0.5630000000000001,0.0
0.5640000000000001,0.0
0.5650000000000001,0.0
0.5660000000000001,0.0
0.5670000000000001,0.0
0.5680000000000001,0.0
0.5690000000000001,0.0
0.5700000000000001,0.0
0.5710000000000001,1.0
0.5720000000000001,0.0
0.5730000000000001,0.0
0.5740000000000001,0.0
0.5750000000000001,0.0
0.5760000000000001,0.0
0.577,0.0
0.578,1.0
0.579,0.0
0.58,1.0
0.581,1.0
0.582,0.0
0.583,0.0
0.584,1.0
0.585,2.0
0.586,2.0
0.587,0.0
0.588,0.0
0.589,0.0
0.59,0.0
0.591,0.0
0.592,0.0
0.593,0.0
0.594,1.0
0.595,2.0
0.596,0.0
0.597,1.0
0.598,0.0
0.599,0.0
0.6,0.0
0.601,0.0
0.602,0.0
0.603,0.0
0.604,0.0
0.605,1.0
0.606,0.0
0.607,0.0
0.608,1.0
0.609,0.0
0.61,0.0
0.611,0.0
0.612,0.0
0.613,0.0
0.614,0.0
0.615,0.0
0.616,1.0
0.617,3.0
0.618,1.0
0.619,0.0
0.62,1.0
0.621,0.0
0.622,0.0
0.623,1.0
0.624,0.0
0.625,0.0
0.626,0.0
0.627,1.0
0.628,0.0
0.629,0.0
0.63,0.0
0.631,0.0
0.632,0.0
0.633,0.0
0.634,0.0
0.635,0.0
0.636,0.0
0.637,0.0
0.638,0.0
0.639,0.0
0.64,0.0
0.641,0.0
0.642,1.0
0.643,0.0
0.644,0.0
0.645,0.0
0.646,1.0
0.647,1.0
0.648,0.0
0.649,0.0
0.65,0.0
0.651,0.0
0.652,0.0
0.653,0.0
0.654,0.0
0.655,0.0
0.656,0.0
0.657,0.0
0.658,0.0
0.659,0.0
0.66,0.0
0.661,0.0
0.662,0.0
0.663,0.0
0.664,0.0
0.665,0.0
0.666,0.0
0.667,0.0
0.668,0.0
0.669,0.0
0.67,0.0
0.671,0.0
0.672,1.0
0.673,0.0
0.674,0.0
0.675,0.0
0.676,0.0
0.677,0.0
0.678,2.0
0.679,0.0
0.68,0.0
0.681,0.0
0.682,0.0
0.683,0.0
0.684,0.0
0.685,0.0
0.686,0.0
0.687,0.0
0.6880000000000001,1.0
0.6890000000000001,0.0
0.6900000000000001,0.0
0.6910000000000001,0.0
0.6920000000000001,0.0
0.6930000000000001,0.0
0.6940000000000001,1.0
0.6950000000000001,0.0
0.6960000000000001,0.0
0.6970000000000001,0.0
0.6980000000000001,0.0
